issue,source_row,sub_name,rel_type,rel_name,obj_name,detail
relation_label_mismatch,355,HEPS,Application for trial subject,HEPS trial subject application,"#HEPS Pilot Proposal Application Instructions 1. HEPS user service system website address: https://user.heps.ihep.ac.cn/. If you have any comments or suggestions for improving the Pilot Proposal application, please send feedback to the HEPS User Office email (heps-user@ihep.ac.cn). 2. System registration: (1) Users who already have an account on the Chinese Academy of Sciences' Major Science and Technology Infrastructure Shared Service Platform (hereinafter referred to as the Academy Platform) (https://lssf.cas.cn/) can directly log in to the HEPS user service system. The login account is the email address registered when registering the Academy Platform (please note that it is not the login account of the Academy Platform), and the password is the platform password of the same Academy. (2) For users who do not have a hospital platform account, please click ""Create a new account?"" on the home page of the HEPS user service system to register. After registration, re-visit the HEPS user service system to log in. Login account: the email address registered during registration. Password: the password set during registration. 3. Topic application: (1) Applicants must be employed and can submit a project application only after contacting the pilot proposal contact person at the corresponding line station. (2) After entering the HEPS user service system, click ""Pilot Proposal"" on the left side of the page to start filling in the application. (3) There are 7 steps in the project application. Please fill in and submit according to the requirements. Application steps: The application form is divided into 7 steps (project type, user commitment, basic information, project members, project details, sample safety, auxiliary materials), which can be switched through the digital steps above or the ""Previous"" and ""Next"" interface. Operating functions: The final PDF document can be viewed through the ""Preview"" button; If you haven't completed it, you can temporarily save it through the ""Save"" button, and you can find it in ""My Topics"" later; After filling in, click ""Submit"". It cannot be modified after submission. Trial topic description: The pilot project (PILOT proposal) is the type of project that is open for experimentation during line station commissioning. 6 line stations are open in the first round (a total of 14 line stations in the first phase of HEPS); The first round of applications is due until December 31, 2025. Late applications must be submitted after the validity period of the line station opens. Application requirements: Applicants need to communicate with line station personnel, select the corresponding line station personnel in the ""Project Details"" link and explain the communication situation; Topic applications must first be reviewed online. First round of open line stations: BM44 Universal Environmental Spectroscopy Line Station ID30 X-ray Imaging Line Station ID08 Powder Small Angle Scattered Ray Station ID02 biological macromolecule diffraction line station ID05 low-dimensional structure probe line station ID31 high voltage line station (4) After the project review and approval is completed, the HEPS user service system will send an email to notify you of the review results. 4. Machine schedule: For approved trial proposals (Pilot Proposal), line station staff will arrange the time according to the specific conditions of the line station, please wait patiently for notification. 5. Application for visit: (1) After the flight schedule is confirmed, the HEPS user service system will send an email notification to remind you to fill in the visit application. (2) When selecting the corresponding experimental machine in the ""Visit Application"" module of the HEPS user service system, fill in and submit the visit information of all personnel who plan to conduct experiments on site. Requirements for visitors to fill in: - Have a registered account on the hospital platform and fill in the ID number; - Passed the ""HEPS User Security Training Examination"" in the HEPS User Service System. (3) After the visit is approved, all visitors will receive an email from the system regarding the experimental account, password, BeamtimeID, etc. (4) It is recommended to fill in the visit application at least 3 days in advance to facilitate: 1. Arranging dose cards and access cards; 2. All visitors will receive notifications about the experimental account, password and BeamtimeID, and have permission to download experimental data after the experiment is completed. 6. User accommodation: If users have accommodation needs, please contact the front desk of HEPS Guest House in advance (tel: 01069680831, 18001162658). 7. User on-site experiments: 1. Dosage Card and Access Card: After users arrive at HEPS, they contact line station personnel to receive dosage cards, access cards and register. 2. Conduct experiments: Users conduct experiments based on the experimental account, password and BeamtimeID in the visit notification email. 8. After the experiment: 1. Users fill in the experiment registration form (form provided on site) and provide feedback or suggestions on the online site trial; 2. The user returns the dose card and access card before leaving HEPS (if any is lost or damaged, compensation must be paid); 3. You can click the ""Data Service"" menu bar in the HEPS user service system to jump to the HEPS user data service system or directly access the HEPS user data service system through the following URL (https://data.heps.ihep.ac.cn/) to download experimental data (download account: the experimental account and password in the visit notification email or the registered email address and password of the experimenter on the hospital platform). 9. Contact information: 1. User Office: Yu Meijuan, 15311488165, yumj@ihep.ac.cn 2. Experimental data management: Guo Yilei, ylguo@ihep.ac.cn, 18614046290; Hu Peng, hup@ihep.ac.cn, 15600290501 3. HEPS Guest House Front Desk: 010-69680831, 18001162658",rel_type withrel_name Not the same
entity_type_conflict,,"1B3-Lithography, LIGA experimental station",,,,"1B3-Lithography, LIGA experimental station;Beam line"
entity_type_conflict,,1W1A-Diffuse Scattering Experiment Station,,,,1W1A Experimental Station;Beam line
entity_type_conflict,,1W1B-XAFS Experiment Station,,,,1W1B experimental station;Beam line
entity_type_conflict,,1W2A-Small angle scattering experimental station,,,,1W2A Experimental Station;Beam line
entity_type_conflict,,1W2B-Comprehensive Experiment Station,,,,1W2B experimental station;Beam line
entity_type_conflict,,3W1-High Energy Experiment Station,,,,3W1 Experimental Station;Beam line
entity_type_conflict,,4B7A-Zhongneng Experimental Station,,,,4B7A Experiment Station;Beam line
entity_type_conflict,,4B7B-Soft X-ray Experiment Station,,,,4B7B Experiment Station;Beam line
entity_type_conflict,,4B8-Vacuum UV Experiment Station,,,,4B8-Experiment Station;Beam line
entity_type_conflict,,4B9A-Diffraction Station,,,,4B9A Experiment Station;Beam line
entity_type_conflict,,4B9B-Photoelectron Spectroscopy Experiment Station,,,,4B9B Experiment Station;Beam line
entity_type_conflict,,4W1A-X-ray imaging station,,,,4W1A Experimental Station;Beam line
entity_type_conflict,,4W1B-X-ray fluorescence microanalysis experimental station,,,,4W1B Experimental Station;Beam line
entity_type_conflict,,4W2-High voltage experimental station,,,,4W2 Experimental Station;Beam line
entity_type_conflict,,Biomacromolecule microcrystalline diffraction line station,,,,Beam line;HEPS first phase;ID02
entity_type_conflict,,Engineering Materials Line Station,,,,Beam line;HEPS first phase;ID07
entity_type_conflict,,Hard X-ray Imaging Line Station,,,,Beam line;HEPS first phase
entity_type_conflict,,Hard X-ray Nanoprobe Line Station,,,,Beam line;HEPS first phase;ID19
entity_type_conflict,,Hard X-ray coherent scattering station,,,,Beam line;HEPS first phase;ID09
entity_type_conflict,,High resolution spectroscopy line station,,,,Beam line;HEPS first phase;ID33
entity_type_conflict,,High voltage line station,,,,Beam line;HEPS first phase;ID31
entity_type_conflict,,High-resolution nanoelectronic structure line station,,,,Beam line;HEPS first phase
entity_type_conflict,,Low dimensional structure probe line station,,,,Beam line;HEPS first phase;ID05
entity_type_conflict,,Optical test line station,,,,Beam line;HEPS first phase
entity_type_conflict,,PDF,,,,Spot parameters;experimental techniques
entity_type_conflict,,Pink light small angle scattering ray station,,,,Beam line;HEPS first phase;ID08
entity_type_conflict,,Structural Dynamics Line Station,,,,Beam line;HEPS first phase;ID23
entity_type_conflict,,Universal Environmental Spectroscopy Line Station,,,,BM44;Beam line;HEPS first phase
entity_type_conflict,,X-ray absorption spectroscopy line station,,,,Beam line;HEPS first phase;ID46
entity_type_conflict,,X-ray microscopy imaging line station,,,,Beam line;HEPS first phase;ID30
entity_type_conflict,,time resolved diffraction,,,,experimental techniques;sample environment
