sub_name,sub_type,rel_type,rel_name,obj_name,obj_type
Pink light small angle scattering ray station,ID08,experimental techniques,experimental techniques,Grazing-incidence wide-angle X-ray scattering (GiWAXS),experimental techniques
Pink light small angle scattering ray station,ID08,experimental techniques,experimental techniques,Grazing incidence small angle X-ray scattering (GiSAXS),experimental techniques
Pink light small angle scattering ray station,ID08,experimental techniques,experimental techniques,Dynamic scattering detection with millisecond time resolution (T-SAXS),sample environment
Low dimensional structure probe line station,ID05,sample environment,sample environment,High temperature: 300–1573 K.,sample environment
Low dimensional structure probe line station,ID05,sample environment,sample environment,Low temperature: 5–300 K.,sample environment
Low dimensional structure probe line station,ID05,sample environment,sample environment,Vacuum: 10^{-7} Pa.,experimental techniques
Low dimensional structure probe line station,ID05,experimental techniques,experimental techniques,X-ray diffraction (XRD),experimental techniques
Low dimensional structure probe line station,ID05,experimental techniques,experimental techniques,GIWAXS,experimental techniques
Low dimensional structure probe line station,ID05,experimental techniques,experimental techniques,PDF,experimental techniques
Low dimensional structure probe line station,ID05,experimental techniques,experimental techniques,XPCS ,experimental techniques
Hard X-ray coherent scattering station,ID09,experimental techniques,experimental techniques,Coherent X-ray Diffraction Imaging (CDI),experimental techniques
Hard X-ray coherent scattering station,ID09,experimental techniques,experimental techniques,X-ray photon correlation spectroscopy (XPCS),experimental techniques
Hard X-ray coherent scattering station,ID09,experimental techniques,experimental techniques,Scanning coherence diffraction imaging (Ptychography),experimental techniques
Hard X-ray coherent scattering station,ID09,experimental techniques,experimental techniques,Prague CDI (BCDI),experimental techniques
Hard X-ray coherent scattering station,ID09,experimental techniques,experimental techniques,SAXS CDI,experimental techniques
Hard X-ray coherent scattering station,ID09,experimental techniques,experimental techniques,SAXS XPCS,experimental techniques
Hard X-ray coherent scattering station,ID09,experimental techniques,experimental techniques,WAXS XPCS,Spot parameters
Hard X-ray coherent scattering station,ID09,energy range,Spot parameters,7–25 keV,Spot parameters
Hard X-ray coherent scattering station,ID09,energy resolution,Spot parameters,10^{-4},Spot parameters
Hard X-ray coherent scattering station,ID09,coherent flux,Spot parameters,Greater than 10^{12} ph/s; adjustable coherence (coherence component 0.5–0.95),Spot parameters
Hard X-ray coherent scattering station,ID09,Spot size-Ptychography,Spot parameters,Spot size 100 nm–5 μm;,Spot parameters
Hard X-ray coherent scattering station,ID09,Resolution-Ptychography,Spot parameters,Resolution 1–50 nm;,Spot parameters
Hard X-ray coherent scattering station,ID09,Field of View-Ptychography,Spot parameters,Field of view 1–100 μm.,Spot parameters
Hard X-ray coherent scattering station,ID09,Spot size-SAXS CDI,Spot parameters,Spot size 2–20 μm;,Spot parameters
Hard X-ray coherent scattering station,ID09,Resolution-SAXS CDI,Spot parameters,Resolution 1–10 nm;,Spot parameters
Hard X-ray coherent scattering station,ID09,Field of View-SAXS CDI,Spot parameters,Field of view 1–10 μm.,Spot parameters
Hard X-ray coherent scattering station,ID09,Spot size-BCDI,Spot parameters,Spot size 100–500 nm;,Spot parameters
Hard X-ray coherent scattering station,ID09,Resolution-BCDI,Spot parameters,Resolution 1–10 nm;,Spot parameters
Hard X-ray coherent scattering station,ID09,Field of View-BCDI,Spot parameters,Field of view 50–500 nn.,Spot parameters
Hard X-ray coherent scattering station,ID09,Spot size-SAXS XPCS,Spot parameters,Spot size 10–20 μm;,Spot parameters
Hard X-ray coherent scattering station,ID09,Spatial scale-SAXS XPCS,Spot parameters,Spatial scale 1–200 nm;,Spot parameters
Hard X-ray coherent scattering station,ID09,Timescale - SAXS XPCS,Spot parameters,Time scale 1000 s–1 μs.,Spot parameters
Hard X-ray coherent scattering station,ID09,Spot size-WAXS XPCS,Spot parameters,Spot size 100 nm–2 μm;,Spot parameters
Hard X-ray coherent scattering station,ID09,Spatial scale-WAXS XPCS,Spot parameters,Spatial scale 0.1–1 nm;,Spot parameters
Hard X-ray coherent scattering station,ID09,Timescale-WAXS XPCS,Spot parameters,Time scale 1000 s–1 μs.,experimental techniques
Hard X-ray Nanoprobe Line Station,ID19,experimental techniques,experimental techniques,High-resolution fluorescence imaging (n-XRF).,experimental techniques
Hard X-ray Nanoprobe Line Station,ID19,experimental techniques,experimental techniques,Scanning coherence diffraction imaging (Ptychography).,experimental techniques
Hard X-ray Nanoprobe Line Station,ID19,experimental techniques,experimental techniques,Nano-holographic coherence imaging (Nano-holography).,experimental techniques
Hard X-ray Nanoprobe Line Station,ID19,experimental techniques,experimental techniques,Nanodiffraction (n-XRD),experimental techniques
Hard X-ray Nanoprobe Line Station,ID19,experimental techniques,experimental techniques,Near-edge X-ray absorption spectroscopy (XANES),experimental techniques
Hard X-ray Nanoprobe Line Station,ID19,experimental techniques,experimental techniques,Online scanning electron microscopy (SEM),Spot parameters
Hard X-ray Nanoprobe Line Station,ID19,energy range,Spot parameters,5–30 keV,Spot parameters
Hard X-ray Nanoprobe Line Station,ID19,energy resolution,Spot parameters,10^{-4}~10^{-5},Spot parameters
Hard X-ray Nanoprobe Line Station,ID19,Minimum focus spot - high resolution mode,Spot parameters,<10 nm,Spot parameters
Hard X-ray Nanoprobe Line Station,ID19,Minimum focus spot-in-situ mode,Spot parameters,<50 nm,Spot parameters
Hard X-ray Nanoprobe Line Station,ID19,Luminous Flux-High Resolution Mode,Spot parameters,10^{9}~10^{10} phs/s @10 keV,Spot parameters
Hard X-ray Nanoprobe Line Station,ID19,Luminous flux-in-situ mode,Spot parameters,10^{10}~10^{11} phs/s @10 keV,Spot parameters
Hard X-ray Nanoprobe Line Station,ID19,Focused spot working distance-high resolution mode,Spot parameters,1–2 mm,Spot parameters
Hard X-ray Nanoprobe Line Station,ID19,Focused spot working distance-in-situ mode,Spot parameters,40–50 mm,Spot parameters
Hard X-ray Nanoprobe Line Station,ID19,Sample size,Spot parameters,Sub-micron to millimeter scale (sub-μm ~ mm),Spot parameters
Hard X-ray Nanoprobe Line Station,ID19,Imaging resolution,Spot parameters,"Sample information (structure, elements, valence state, etc.) imaging resolution is approximately nanometer scale",
Hard X-ray Imaging Line Station,ID21,,,,
Structural Dynamics Line Station,ID23,experimental techniques,experimental techniques,Time-resolved X-ray diffraction,experimental techniques
Structural Dynamics Line Station,ID23,experimental techniques,experimental techniques,Time-resolved X-ray phase contrast imaging,experimental techniques
Structural Dynamics Line Station,ID23,experimental techniques,experimental techniques,Time-resolved X-ray scattering,experimental techniques
Structural Dynamics Line Station,ID23,experimental techniques,experimental techniques,Time-resolved X-ray nanoimaging,Spot parameters
Structural Dynamics Line Station,ID23,Optical mode - white light mode,Spot parameters,Spot size 1 mm–14 mm; single pulse intensity >10^{9} phs/pulse; luminous flux >10^{16} phs/s.,Spot parameters
Structural Dynamics Line Station,ID23,Optical mode - Micron mode,Spot parameters,Spot size 5 μm–500 μm; luminous flux >10^{15} phs/s; photon energy 20–70 keV; energy resolution 0.5%–2.8%.,Spot parameters
Structural Dynamics Line Station,ID23,Optical Mode-Nano Mode,Spot parameters,Spot size <50 nm; luminous flux >10^{14} phs/s; photon energy 21.8 keV; energy resolution 1.2%.,Spot parameters
X-ray microscopy imaging line station,ID30,Imaging highest spatial resolution,Spot parameters,20 nm,Spot parameters
X-ray microscopy imaging line station,ID30,energy range,Spot parameters,5–15 keV,Spot parameters
X-ray microscopy imaging line station,ID30,Photon flux at sample,Spot parameters,~1E11 phs/s,Spot parameters
X-ray microscopy imaging line station,ID30,Energy resolution (ΔE/E),Spot parameters,≈1E-4,experimental techniques
High voltage line station,ID31,experimental techniques,experimental techniques,Powder XRD,experimental techniques
High voltage line station,ID31,experimental techniques,experimental techniques,Single crystal XRD,experimental techniques
High voltage line station,ID31,experimental techniques,experimental techniques,Multi-grain XRD,experimental techniques
High voltage line station,ID31,experimental techniques,experimental techniques,Radial XRD,experimental techniques
High voltage line station,ID31,experimental techniques,experimental techniques,High voltage PDF,experimental techniques
High voltage line station,ID31,experimental techniques,experimental techniques,time resolved diffraction,sample environment
High voltage line station,ID31,sample environment,sample environment,low temperature,sample environment
High voltage line station,ID31,sample environment,sample environment,Resistance heating,sample environment
High voltage line station,ID31,sample environment,sample environment,dynamic loading,sample environment
High voltage line station,ID31,sample environment,sample environment,Double-sided infrared laser heating,sample environment
High voltage line station,ID31,sample environment,sample environment,PE type press,Spot parameters
High voltage line station,ID31,light source,Spot parameters,undulator IVU19.9,Spot parameters
High voltage line station,ID31,total length,Spot parameters,4.0 m,Spot parameters
High voltage line station,ID31,cycle length,Spot parameters,19.9 mm,Spot parameters
High voltage line station,ID31,FWHM opening angle @Kmax,Spot parameters,0.26 (H) × 0.11 (V) mrad^2,Spot parameters
High voltage line station,ID31,Fundamental light source FWHM size @Kmax,Spot parameters,21.9 (H) × 9.0 (V) μm^2,Spot parameters
High voltage line station,ID31,Fundamental light source FWHM divergence angle @Kmax,Spot parameters,13.6 (H) × 11.8 (V) μrad^2,Spot parameters
High voltage line station,ID31,Photon brightness@30 keV,Spot parameters,1.7 × 10^{22} phs/s/mm^2/mrad^2/0.1%B.W.,Spot parameters
High voltage line station,ID31,Photon flux@30 keV,Spot parameters,3.8 × 10^{14} phs/s/0.1%B.W. @16 μrad × 16 μrad,Spot parameters
High resolution spectroscopy line station,ID33,Energy range keV,Spot parameters,7–26 keV,Spot parameters
High resolution spectroscopy line station,ID33,Energy Resolution-NRS,Spot parameters,1 meV @14.4 keV,Spot parameters
High resolution spectroscopy line station,ID33,Energy Resolution-XRS,Spot parameters,0.7 eV @9.7 keV,Spot parameters
High resolution spectroscopy line station,ID33,Energy Resolution-RIXS,Spot parameters,100 meV @8.9 keV,Spot parameters
High resolution spectroscopy line station,ID33,Focused spot size is smallest,Spot parameters,2 µm × 2 µm,Spot parameters
High resolution spectroscopy line station,ID33,Luminous flux at sample-NRS,Spot parameters,~1.5×10^{10} phs/s/meV @14.4 keV,Spot parameters
High resolution spectroscopy line station,ID33,Light flux at sample-XRS,Spot parameters,~3×10^{13} phs/s @9.7 keV,Spot parameters
High resolution spectroscopy line station,ID33,Luminous flux at sample-RIXS,Spot parameters,~5×10^{12} phs/s @8.9 keV,Spot parameters
High-resolution nanoelectronic structure line station,ID41,,,,
Optical test line station,ID42,,,,
X-ray absorption spectroscopy line station,ID46,energy range,Spot parameters,4.8–45 keV,Spot parameters
X-ray absorption spectroscopy line station,ID46,energy resolution,Spot parameters,2×10^{-4}(Si(111)); 4×10^{-5}(Si(311)),Spot parameters
X-ray absorption spectroscopy line station,ID46,Spot size,Spot parameters,~2 mm × 2 mm; ≤0.35 μm × 0.35 μm (focus mode),Spot parameters
X-ray absorption spectroscopy line station,ID46,Luminous flux,Spot parameters,2×10^{13} ph/s @10 keV; 5×10^{12} ph/s @10 keV (focus mode),Spot parameters
Universal Environmental Spectroscopy Line Station,BM44,energy range,Spot parameters,2.1–10 keV,Spot parameters
Universal Environmental Spectroscopy Line Station,BM44,energy resolution,Spot parameters,~2E-4,Spot parameters
Universal Environmental Spectroscopy Line Station,BM44,Minimum spot size,Spot parameters,20 µm × 20 µm,Spot parameters
Universal Environmental Spectroscopy Line Station,BM44,Maximum spot size,Spot parameters,15000 µm × 1500 µm,Spot parameters
Universal Environmental Spectroscopy Line Station,BM44,Luminous flux,Spot parameters,1E10 ~ 1E12 phs/s,sample environment
Universal Environmental Spectroscopy Line Station,BM44,sample environment,sample environment,high temperature/low temperature,experimental techniques
Universal Environmental Spectroscopy Line Station,BM44,experimental techniques,experimental techniques,X-ray absorption fine structure (XAFS),experimental techniques
Universal Environmental Spectroscopy Line Station,BM44,experimental techniques,experimental techniques,Near-edge X-ray absorption spectroscopy (XANES),experimental techniques
Universal Environmental Spectroscopy Line Station,BM44,experimental techniques,experimental techniques,X-ray fluorescence spectrometry (XRF),experimental techniques
HEPS,high energy synchrotron radiation,Storage ring energy,HEPS electronic energy,6GeV,HEPS parameters
HEPS,high energy synchrotron radiation,brightness,HEPS brightness,1 × 10^22 phs/s/mm2/mrad2/0.1%BW,HEPS parameters
Phase I,HEPS first phase,construction,HEPS construction,Biomacromolecule microcrystalline diffraction line station,HEPS first phase
Phase I,HEPS first phase,construction,HEPS construction,Low dimensional structure probe line station,HEPS first phase
Phase I,HEPS first phase,construction,HEPS construction,Engineering Materials Line Station,HEPS first phase
Phase I,HEPS first phase,construction,HEPS construction,Pink light small angle scattering ray station,HEPS first phase
Phase I,HEPS first phase,construction,HEPS construction,Hard X-ray coherent scattering station,HEPS first phase
Phase I,HEPS first phase,construction,HEPS construction,Hard X-ray Nanoprobe Line Station,HEPS first phase
Phase I,HEPS first phase,construction,HEPS construction,Hard X-ray Imaging Line Station,HEPS first phase
Phase I,HEPS first phase,construction,HEPS construction,Structural Dynamics Line Station,HEPS first phase
Phase I,HEPS first phase,construction,HEPS construction,X-ray microscopy imaging line station,HEPS first phase
Phase I,HEPS first phase,construction,HEPS construction,High voltage line station,HEPS first phase
Phase I,HEPS first phase,construction,HEPS construction,High resolution spectroscopy line station,HEPS first phase
Phase I,HEPS first phase,construction,HEPS construction,High-resolution nanoelectronic structure line station,HEPS first phase
Phase I,HEPS first phase,construction,HEPS construction,Optical test line station,HEPS first phase
Phase I,HEPS first phase,construction,HEPS construction,Universal Environmental Spectroscopy Line Station,HEPS first phase
Phase I,HEPS first phase,construction,HEPS construction,X-ray absorption spectroscopy line station,HEPS first phase
Phase I,HEPS first phase,Line station status,HEPS construction,Open in the first round,Line station status
Phase I,HEPS first phase,Line station status,HEPS construction,Not open yet,Line station status
Universal Environmental Spectroscopy Line Station,Beam line,Line station status,Line station status,Open in the first round,Line station status
X-ray microscopy imaging line station,Beam line,Line station status,Line station status,Open in the first round,Line station status
Pink light small angle scattering ray station,Beam line,Line station status,Line station status,Open in the first round,Line station status
Biomacromolecule microcrystalline diffraction line station,Beam line,Line station status,Line station status,Open in the first round,Line station status
Low dimensional structure probe line station,Beam line,Line station status,Line station status,Open in the first round,Line station status
High voltage line station,Beam line,Line station status,Line station status,Open in the first round,Line station status
Engineering Materials Line Station,Beam line,Line station status,Line station status,Not open yet,Line station status
Hard X-ray coherent scattering station,Beam line,Line station status,Line station status,Not open yet,Line station status
Hard X-ray Nanoprobe Line Station,Beam line,Line station status,Line station status,Not open yet,Line station status
Structural Dynamics Line Station,Beam line,Line station status,Line station status,Not open yet,Line station status
High resolution spectroscopy line station,Beam line,Line station status,Line station status,Not open yet,Line station status
High-resolution nanoelectronic structure line station,Beam line,Line station status,Line station status,Not open yet,Line station status
Optical test line station,Beam line,Line station status,Line station status,Not open yet,Line station status
X-ray absorption spectroscopy line station,Beam line,Line station status,Line station status,Not open yet,Line station status
HEPS,high energy synchrotron radiation,Application for trial subject,HEPS trial subject application,"#HEPS Pilot Proposal Application Instructions
1. HEPS user service system website address: https://user.heps.ihep.ac.cn/.
If you have any comments or suggestions for improving the Pilot Proposal application, please send feedback to the HEPS User Office email (heps-user@ihep.ac.cn).

2. System registration:
(1) Users who already have an account on the Chinese Academy of Sciences' Major Science and Technology Infrastructure Shared Service Platform (hereinafter referred to as the Academy Platform) (https://lssf.cas.cn/) can directly log in to the HEPS user service system. The login account is the email address registered when registering the Academy Platform (please note that it is not the login account of the Academy Platform), and the password is the platform password of the same Academy.
(2) For users who do not have a hospital platform account, please click ""Create a new account?"" on the home page of the HEPS user service system to register. After registration, re-visit the HEPS user service system to log in. Login account: the email address registered during registration. Password: the password set during registration.

3. Topic application:
(1) Applicants must be employed and can submit a project application only after contacting the pilot proposal contact person at the corresponding line station.
(2) After entering the HEPS user service system, click ""Pilot Proposal"" on the left side of the page to start filling in the application.
(3) There are 7 steps in the project application. Please fill in and submit according to the requirements. Application steps: The application form is divided into 7 steps (project type, user commitment, basic information, project members, project details, sample safety, auxiliary materials), which can be switched through the digital steps above or the ""Previous"" and ""Next"" interface.
Operating functions:
The final PDF document can be viewed through the ""Preview"" button;
If you haven't completed it, you can temporarily save it through the ""Save"" button, and you can find it in ""My Topics"" later;
After filling in, click ""Submit"". It cannot be modified after submission.
Trial topic description:
The pilot project (PILOT proposal) is the type of project that is open for experimentation during line station commissioning. 6 line stations are open in the first round (a total of 14 line stations in the first phase of HEPS);
The first round of applications is due until December 31, 2025. Late applications must be submitted after the validity period of the line station opens.
Application requirements:
Applicants need to communicate with line station personnel, select the corresponding line station personnel in the ""Project Details"" link and explain the communication situation;
Topic applications must first be reviewed online.
First round of open line stations:
BM44 Universal Environmental Spectroscopy Line Station
ID30 X-ray Imaging Line Station
ID08 Powder Small Angle Scattered Ray Station
ID02 biological macromolecule diffraction line station
ID05 low-dimensional structure probe line station
ID31 high voltage line station

(4) After the project review and approval is completed, the HEPS user service system will send an email to notify you of the review results.

4. Machine schedule:
For approved trial proposals (Pilot Proposal), line station staff will arrange the time according to the specific conditions of the line station, please wait patiently for notification.

5. Application for visit:
(1) After the flight schedule is confirmed, the HEPS user service system will send an email notification to remind you to fill in the visit application.
(2) When selecting the corresponding experimental machine in the ""Visit Application"" module of the HEPS user service system, fill in and submit the visit information of all personnel who plan to conduct experiments on site. Requirements for visitors to fill in:
- Have a registered account on the hospital platform and fill in the ID number;
- Passed the ""HEPS User Security Training Examination"" in the HEPS User Service System.
(3) After the visit is approved, all visitors will receive an email from the system regarding the experimental account, password, BeamtimeID, etc.
(4) It is recommended to fill in the visit application at least 3 days in advance to facilitate: 1. Arranging dose cards and access cards; 2. All visitors will receive notifications about the experimental account, password and BeamtimeID, and have permission to download experimental data after the experiment is completed.

6. User accommodation:
If users have accommodation needs, please contact the front desk of HEPS Guest House in advance (tel: 01069680831, 18001162658).

7. User on-site experiments:
1. Dosage Card and Access Card:
After users arrive at HEPS, they contact line station personnel to receive dosage cards, access cards and register.
2. Conduct experiments:
Users conduct experiments based on the experimental account, password and BeamtimeID in the visit notification email.

8. After the experiment:
1. Users fill in the experiment registration form (form provided on site) and provide feedback or suggestions on the online site trial;
2. The user returns the dose card and access card before leaving HEPS (if any is lost or damaged, compensation must be paid);
3. You can click the ""Data Service"" menu bar in the HEPS user service system to jump to the HEPS user data service system or directly access the HEPS user data service system through the following URL (https://data.heps.ihep.ac.cn/) to download experimental data (download account: the experimental account and password in the visit notification email or the registered email address and password of the experimenter on the hospital platform).

9. Contact information:
1. User Office: Yu Meijuan, 15311488165, yumj@ihep.ac.cn
2. Experimental data management: Guo Yilei, ylguo@ihep.ac.cn, 18614046290; Hu Peng, hup@ihep.ac.cn, 15600290501
3. HEPS Guest House Front Desk: 010-69680831, 18001162658",HEPS trial subject application steps
